Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,10/17/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,22.4,01/29/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,25,08/23/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,10.67,11/03/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,11.2,09/12/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24,11/12/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,100,11/18/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,10.96,08/26/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,12/02/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,11/03/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,11/19/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,250,11/24/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,10,12/09/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,25,08/22/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,04/01/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24,10/29/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,15.07,12/02/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,250,11/13/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,23,10/01/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,124.98,08/22/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,8.4,10/01/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,57.5,12/09/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,17.65,12/09/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,11.2,11/03/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,12.82,10/01/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,118.61,11/12/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24,01/29/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,14.94,12/10/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,14,11/19/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,68.87,11/13/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,52.9,12/09/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24,11/19/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,14.73,04/02/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24,12/10/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24,12/02/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24,12/09/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,321.26,08/22/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,12/10/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24,11/12/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,8.6,12/02/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,107.07,11/11/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,60.47,11/19/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,21.02,11/07/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,31.9,11/11/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,10/01/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24,11/11/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,01/29/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,11.7,12/09/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24,12/09/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,11/12/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,11/13/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,35.01,08/23/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,23,11/03/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,13.84,11/12/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,11/12/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,250,10/21/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,12/09/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,100,04/22/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,66,11/12/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,20.6,10/27/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,12/09/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,14,10/29/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,4,11/12/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,10/22/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,11/11/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,5.75,12/10/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,11/07/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,10/29/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,10.63,10/17/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,73.28,11/12/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,38.96,08/22/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,09/12/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24,09/12/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,6.89,09/12/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,15.16,04/01/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,25,08/23/2014,GNRL
DEVENDRA,G,WADWEKAR,"312 E Main St Ste 1000","",Marshalltown,50158,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",97895,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,40.01,08/23/2014,GNRL
ERIC,"",SCOTT,"5950 UNIVERSITY AVE","STE 231","WEST DES MOINES",50266,"Medical Doctor","Allopathic & Osteopathic Physicians/ Surgery/ Vascular Surgery",914881,"W. L. Gore & Associates, Inc.",DE,100000010774,34.41,09/03/2013,GNRL
ERIC,"",SCOTT,"5950 UNIVERSITY AVE","STE 231","WEST DES MOINES",50266,"Medical Doctor","Allopathic & Osteopathic Physicians/ Surgery/ Vascular Surgery",914881,"W. L. Gore & Associates, Inc.",DE,100000010774,125.00,10/16/2013,GNRL
ERIC,"",SCOTT,"5950 UNIVERSITY AVE","STE 231","WEST DES MOINES",50266,"Medical Doctor","Allopathic & Osteopathic Physicians/ Surgery/ Vascular Surgery",914881,"W. L. Gore & Associates, Inc.",DE,100000010774,72.34,10/01/2013,GNRL
ERIC,"",SCOTT,"5950 UNIVERSITY AVE","STE 231","WEST DES MOINES",50266,"Medical Doctor","Allopathic & Osteopathic Physicians/ Surgery/ Vascular Surgery",914881,"W. L. Gore & Associates, Inc.",DE,100000010774,22.34,11/21/2013,GNRL
ERIC,"",SCOTT,"5950 UNIVERSITY AVE","STE 231","WEST DES MOINES",50266-8216,"Medical Doctor","Allopathic & Osteopathic Physicians/ Surgery/ Vascular Surgery",914881,"Janssen Pharmaceuticals, Inc",NJ,100000000232,13.88,09/18/2013,GNRL
