Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Physician_Profile_ID,Category,Total_Amount_of_Payment_USDollars,General,Research
BLAIR,W,FOREMAN,"1236 E Rusholme St",300,Davenport,52803,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",34339,GNRL,23355.23,127,0
ROGER,L,LUBBERS,"2156 Gretchen Ct","",Bettendorf,52722,"Medical Doctor","Allopathic & Osteopathic Physicians|Urology",149314,GNRL,23057.52,78,0
MORRIS,J,GIST,"2105 Gretchen Ct","",Bettendorf,52722,"Medical Doctor","Allopathic & Osteopathic Physicians|Urology",268453,GNRL,22770.86,52,0
LOUIS,E,SCHNEIDER,"1215 PLEASANT ST","STE 206","DES MOINES",50309-1416,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine",359757,GNRL,22468.04,203,0
SAMUEL,JAMES,CONGELLO,"250 S CRESCENT DR","","MASON CITY",50401-2926,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",163004,GNRL,22247.26,330,0
JEFFREY,"",NASSIF,"PO BOX 3178","","CEDAR RAPIDS",52406,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Adult Reconstructive Orthopaedic Surgery",332814,GNRL,21110.72,49,0
DAVID,G,SCHWEIZER,"1501 S MAIN ST","SUITE 1","CHARLES CITY",50616-3444,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",22209,GNRL,20667.67,438,0
RICHARD,ALAN,WILLIAMSON,"257 DENTAL SCIENCE S","","IOWA CITY",52242,"Doctor of Dentistry","Dental Providers|Dentist|Prosthodontics",123201,GNRL,20564.6,20,0
JOHN,M,WEILER,"PO BOX 69","","IOWA CITY",52244,"Medical Doctor","Allopathic & Osteopathic Physicians|Allergy & Immunology",420158,GNRL,20535.38,8,0
RAMIN,"",ARTANG,"801 5th St","","Sioux City",51101,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",198749,GNRL,20422.1,54,0
WILLIAM,"",JOHNSON,"411 Laurel St Ste A250","","Des Moines",50314,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",57798,GNRL,20279.94,59,0
ALAN,S,KRICSFELD,"201 RIDGE ST","SUITE 302","COUNCIL BLUFFS",51503-4643,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",292871,GNRL,19567.64,285,0
STEVEN,RICHARD,MICKELSEN,"200 Hawkins Dr","","Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",678718,GNRL,19552.99,23,0
SHERIF,OMAR,"EL MAHDY","1601 NW 114TH ST","",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease",597545,GNRL,19430.4,55,0
NICHOLAS,JOSEF,KUIPER,"122 4TH AVE","",GRINNELL,50112,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Surgery",271033,GNRL,19395.27,94,0
KEVIN,N,SHEPPARD,"3135 W BROADWAY","","COUNCIL BLUFFS",51501-3359,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",251293,GNRL,19343.2,502,0
ALAN,C,WHITTERS,"3705 RIVER RIDGE DR NE","","CEDAR RAPIDS",52402-7596,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",186231,GNRL,19105.82,143,0
SANJAY,"",KAUL,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",216588,GNRL,19085.0,3,0
ROBERT,L,BENDER,"1801 HICKMAN ROAD","","DES MOINES",50314-1597,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine|Geriatric Medicine",78462,GNRL,19007.58,85,0
MUDASSIR,I,MALIK,"1005 PENNSYLVANIA AVE","SUITE 207",OTTUMWA,52501-6413,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",247629,GNRL,18783.01,196,0
ISAM,ELIAS,MARAR,"1701 WEST BOADWAY","","COUNCIL BLUFFS",51501,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",5433,RSRCH,18687.67,436,4
TROY,"",HOUNSHELL,"5880 University Ave","Ste 205","West Des Moines",50266,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",611841,GNRL,18588.16,26,0
NEIL,R,HORNING,"1601 NW 114TH ST","",CLIVE,50325,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine",527815,GNRL,18307.76,38,0
ROBERT,P,PALUSINSKI,"2710 SAINT FRANCIS DR","STE 320",WATERLOO,50702-5619,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",125476,GNRL,18135.94,293,0
DAVID,L,JONES,"300 W BROADWAY","SUITE 30","COUNCIL BLUFFS",51503-9045,"Doctor of Dentistry","Dental Providers|Dentist|Oral and Maxillofacial Surgery",334390,GNRL,18133.22,44,0
GUHA,"",ASHRITH,"1421 MCKINLEY PL","","IOWA CITY",52246,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",135075,GNRL,18068.55,54,0
Anthony,Owen,Colby,"821 E Jefferson St","","Iowa City",52245,"Medical Doctor","",1398792,GNRL,17538.0,6,0
MARK,K,JANES,"1000 LANGWORTHY ST","",DUBUQUE,52001,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease",233367,GNRL,17347.6,53,0
MOHAMMED,MAHMOUD,MILHEM,"JESSUP HALL","","IOWA CITY",52240,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology",806076,RSRCH,16604.63,17,9
MOHAMMED,T,MASRI,"200 E RIDGEWAY AVE STE 400","",WATERLOO,50702,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology",257156,GNRL,16581.23,201,0
RAMON,S,REYES,"5950 UNIVERSITY AVE","STE 221","WEST DES MOINES",50266-8216,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology",253697,GNRL,16538.78,47,0
CRAIG,"",SEAMANDS,"801 HARMONY ST","STE 302","COUNCIL BLUFFS",51503-3106,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",28707,GNRL,16322.07,200,0
TODD,J,JANUS,"1221 PLEASANT ST","","DES MOINES",50309-1423,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology",1155351,RSRCH,16202.98,12,1
LYNN,M,RANKIN,"1301 PENNSYLVANIA AVE","","DES MOINES",50316,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology",32779,GNRL,15881.82,21,0
KINGSLEY,"",ABODEIYAMAH,"200 HAWKINS DR","NEUROSURGERY JCP","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Neurological Surgery",550433,GNRL,15461.16,35,0
JEFFERY,L,MEIER,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease",35175,RSRCH,15419.99,1,19
MATTHEW,R,BROWN,"3901 INGERSOLL AVE","","DES MOINES",50312-3505,"Medical Doctor","Allopathic & Osteopathic Physicians|Otolaryngology",83845,GNRL,15326.25,97,0
ROBERT,K,PAUL,"5880 UNIVERSITY AVE","","WEST DES MOINES",50266-8220,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",334661,GNRL,15145.05,324,0
DONALD,"",WENDER,"230 NEBRASKA ST","","SIOUX CITY",51101,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology",311760,RSRCH,15096.53,256,4
RICHARD,C,AHRENS,"200 HAWKINS DR","","Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Allergy/Immunology",143084,GNRL,15092.02,14,0
MICHAEL,C,GIUDICI,"1236 E Rusholme St",300,Davenport,52803,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",332929,GNRL,15032.87,56,0
NADER,SUHAIL,DAHDALEH,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Neurological Surgery",472797,GNRL,14890.74,48,0
NAGENDRA,V,MYNENI,"1378 NW 124TH ST","SUITE 200",CLIVE,50325-8151,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology",165708,GNRL,14817.15,252,0
AL,S,ALY,"200 HAWKINS UIHC SURG 2968","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery|Plastic and Reconstructive Surgery",189180,GNRL,14774.7,12,0
RYAN,"",HOLLENBECK,"788 8th Ave SE",400,"Cedar Rapids",52401,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",76732,GNRL,14618.74,60,0
BRENTON,B,KOCH,"535 40TH ST","","DES MOINES",50312,"Medical Doctor","Allopathic & Osteopathic Physicians|Otolaryngology|Otolaryngology/Facial Plastic Surgery",158349,GNRL,14371.94,23,0
LUIS,"","OCHOA NUNEZ","200 HAWKINS DR","# 2801","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Cardiology",1361632,GNRL,14279.77,8,0
WILLIAM,"",WICKEMEYER,"411 LAUREL ST","STE A","DES MOINES",50314,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",325258,GNRL,14223.1,56,0
STEVEN,J,BAILIN,"5880 UNIVERSITY AVE","","WEST DES MOINES",50266-8209,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology",30389,GNRL,14103.46,181,0
SUNNY,R,KIM,"1026 A AVE NE","","CEDAR RAPIDS",52402-5036,"Medical Doctor","Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation",300764,GNRL,14075.8,82,0
PRASHANT,DATTATRAYA,BHAVE,"200 Hawkins Dr","","Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",850564,GNRL,13719.71,68,0
MICHAEL,"",DELAUGHTER,"PO Box 3014","",Ames,50010,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology",295661,GNRL,13188.21,43,0
STEVEN,A,ELG,"1221 PLEASANT ST","STE 400","DES MOINES",50309-1423,"Medical Doctor","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",1149955,GNRL,13091.94,50,0
RAMMOHAN,"",MARLA,"915 13TH AVE N","",CLINTON,52732,"Medical Doctor","Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery)",275540,GNRL,12980.61,100,0
ROBERT,"",FARIVAR,"200 Hawkins Dr",Se517,"Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery)",253168,GNRL,12853.89,28,0
MATHEW,"",SEVERIDT,"122 4TH AVE","",GRINNELL,50112,"Medical Doctor","Other Service Providers/ Specialist",326627,GNRL,12714.06,48,0
LAURIE,"",GUTMANN,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Clinical Neurophysiology",944296,RSRCH,12597.2,0,11
MARC,E,HINES,"1313 N COURT ST","SUITE B",OTTUMWA,52501-1911,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology",238072,GNRL,12579.12,62,0
RONALD,"",JONES,"345 BEAVER KREEK CTR","","NORTH LIBERTY",52317,"Medical Doctor","Allopathic & Osteopathic Physicians|Pathology|Anatomic Pathology & Clinical Pathology",1287740,RSRCH,12520.73,16,1
JAMES,L,WHALEN,"1751 MADISON AVE","","COUNCIL BLUFFS",51503-5246,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",229733,GNRL,12400.07,520,0
DAVID,W,MERCER,"1351 WEST CENTRAL PARK AVENUE","",DAVENPORT,52804,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",308098,GNRL,12337.83,15,0
MOHAMMED,"",IRSHAD,"638 S BLUFF BLVD","",CLINTON,52732-4742,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology",295356,GNRL,12304.85,167,0
PAUL,E,RICHARDSON,"3410 KIMBALL AVE","",WATERLOO,50702-5735,"Medical Doctor","Allopathic & Osteopathic Physicians|Urology",850383,GNRL,12121.74,213,0
SHAHIN,"",BAGHERI,"202 10TH STREET SE","","CEDAR RAPIDS",52403-2404,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology",247785,GNRL,12025.12,63,0
THOMAS,R,BRANDT,"1 EDMUNDSON PL","","COUNCIL BLUFFS",51503-4658,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",960989,GNRL,11996.12,338,0
ETHAN,E,HUISMAN,"9250 UNIVERSITY AVE STE 110","","WEST DES MOINES",50266-1644,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",176998,GNRL,11898.61,48,0
TIMOTHY,"",STARNER,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Pulmonology",1272971,GNRL,11863.24,27,0
ROBERT,B,WALLACE,"ROOM 4JESSUP HALL","UNIVERSITY OF IOWA","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",460827,GNRL,11665.74,7,0
JEFFREY,A,BRANNEN,"1005 PENNSYLVANIA AVE","SUITE 104",OTTUMWA,52501-6413,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology",225257,GNRL,11464.18,151,0
Daniel,Jonathan,Caplan,"University of Iowa","337-1 Dental Science N","Iowa City",52242-1010,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",711261,RSRCH,11448.0,0,1
JAMES,THEODOR,BONUCCHI,"200 Hawkins Dr","","Iowa City",52242,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",328018,GNRL,11317.56,37,0
FIRAS,"",ZAHR,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology",607122,GNRL,11244.94,61,0
SARA,"",HOLSTEIN,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology",328671,GNRL,11094.02,17,0
ROBERT,W,ARMBRUSTER,"1 EDMUNDSON PL","SUITE 306","COUNCIL BLUFFS",51503-4658,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",265051,GNRL,10925.51,414,0
HOLLY,CONWAY,BROWN,"3500 Mount Vernon Rd SE","","Cedar Rapids",52403,"Medical Doctor","Allopathic & Osteopathic Physicians|Allergy & Immunology",265170,GNRL,10871.83,64,0
MATTHEW,F,FRYZEK,"201 RIDGE ST","SUITE 202","COUNCIL BLUFFS",51503-4643,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",290865,GNRL,10865.46,348,0
JAIME,"",GASCO-TAMARIT,"1026 A AVE NE","P.O. BOX 3026","CEDAR RAPIDS",52402-5036,"Medical Doctor","Allopathic & Osteopathic Physicians|Neurological Surgery",32548,GNRL,10682.62,68,0
TAMARA,L,NELSON,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology",117286,RSRCH,10593.69,0,7
GREGORY,E,PETERSON,"95 UNIVERSITY AVE","","DES MOINES",50314-3120,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine",1087553,GNRL,10564.67,24,0
KINGSTON,"",OKRAH,"200 Hwakins Dr","","Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",691743,GNRL,10513.97,12,0
GHOLAM,R,ZADEII,"250 S CRESCENT DR","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",336412,GNRL,10419.49,281,0
JOSEPH,J,CULLEN,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",602007,GNRL,10410.44,5,0
JORGE,L,ALVAREZ,"1 EDMUNDSON PL","SUITE 312","COUNCIL BLUFFS",51503-4658,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease",181916,GNRL,10310.59,173,0
JAYSON,E,GESME,"1753 W RIDGEWAY AVE STE 107","",WATERLOO,50701,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",218235,GNRL,10287.71,73,0
HENRY,T,HOFFMAN,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Otolaryngology",400629,GNRL,10243.59,20,0
CHRISTOPHER,"",PETERS,"2751 OAKDALE BLVD","SUITE #2",CORALVILLE,52241-9749,"Medical Doctor","Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery)",727065,GNRL,10105.37,11,0
MEDERIC,"",HALL,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Sports Medicine",231230,GNRL,10053.86,25,0
SALAM,A.,SBAITY,"419 E Donald St","",Waterloo,50703,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",895821,GNRL,10041.19,51,0
JOSEPH,ANTHONY,MORRIS,"2800 PIERCE ST STE 406","","SIOUX CITY",51104,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",757514,GNRL,10012.16,38,0
ROXANNE,M,DUNN,"3933 MOUNT VERNON RD SE","","CEDAR RAPIDS",52403-3869,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",335484,GNRL,9875.88,174,0
SAKEER,"",HUSSAIN,"1 Edmundson PlSte 100","","COUNCIL BLUFFS",51503,"Medical Doctor","Other Service Providers/ Specialist",361470,GNRL,9807.46,167,0
SHERRY,XIAOYAN,ZHOU,"220 Essie Davison Dr","",Clarinda,51632,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",214480,GNRL,9739.27,46,0
RAPHAEL,N,NGENGWE,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",212454,GNRL,9593.54000000001,147,0
JASON,A,REXROTH,"788 8TH AVE SE","SUITE 100","CEDAR RAPIDS",52401-2107,"Medical Doctor","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",207302,GNRL,9574.67,168,0
CALVIN,E,ATWELL,"2104 CEDARWOOD DR","STE 200",MUSCATINE,52761-2659,"Medical Doctor","Other Service Providers/ Specialist",44241,GNRL,9447.25,40,0
DENNIS,ALLEN,WHITMER,"411 LAUREL ST STE 2100","","DES MOINES",50314,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Surgery",278178,GNRL,9414.3,37,0
LEENHAPONG,"",NAVARAVONG,"1215 PLEASANT ST","STE 414","DES MOINES",50309,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",1276371,GNRL,9376.92,74,0
TAUSEEF,A,KHAN,"350 N GRANDVIEW AVE","SUITE 2145",DUBUQUE,52001-6388,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",316369,GNRL,9228.68,114,0
BARCLAY,A,MONASTER,"801 HARMONY ST","","COUNCIL BLUFFS",51503-3106,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",361302,GNRL,9170.69,514,0
THOMAS,A,GREENWALD,"1215 DUFF AVE","",AMES,50010,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",405515,GNRL,9166.94,25,0
Craig,"",Mahoney,"450 Laurel Street, Suite A","","Des Moines",50314,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",170831,RSRCH,9164.5,51,1
NABIH,M,RAMADAN,"800 MERCY DR","","COUNCIL BLUFFS",51503,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology",1231505,GNRL,9054.76,5,0
TODD,O,MCKINLEY,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",149242,GNRL,9001.02,9,0
BARRY,L,KRICSFELD,"201 RIDGE ST","SUITE 302","COUNCIL BLUFFS",51503-4643,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",185243,GNRL,8752.69,187,0
SERGIO,A,MENDOZA,"200 Hawkins Dr","","Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",102455,GNRL,8744.2,11,0
JOSEPH,"",AYOUB,"1 EDMUNDSON PL","STE 306","COUNCIL BLUFFS",51503,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",359223,GNRL,8702.05999999999,259,0
MICHAEL,STEPHEN,MCHALE,"9 Ave N","",Sibley,51249,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology",277214,GNRL,8673.45,2,0
DELWYN,"",MILLER,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","",571099,RSRCH,8613.42,8,3
KENT,J,"VAN WHY","1236 E Rusholme St",300,Davenport,52803,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",130326,GNRL,8569.11,86,0
ANJALI,"",SHARATHKUMAR,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Hematology-Oncology",280876,GNRL,8522.33,18,0
JAMES,JOSEPH,POOCK,"2055 KIMBALL AVE","SUITE 101",WATERLOO,50702-5047,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",33307,RSRCH,8497.63,87,1
AKSHAY,K,MAHADEVIA,"1801 E 54TH ST","STE 100",DAVENPORT,52807,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease",230977,GNRL,8481.0,51,0
JOHN,"",GRAETHER,"309 E CHURCH ST","",MARSHALLTOWN,50158-2946,"Medical Doctor","Allopathic & Osteopathic Physicians|Ophthalmology",1214875,GNRL,8477.43,1,0
SCOTT,B,NEFF,"1601 NW 114TH ST","STE 142","DES MOINES",50325-7007,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",341651,GNRL,8465.85,56,0
GREGORY,REX,HILL,"202 10TH ST SE","","CEDAR RAPIDS",52403,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",1002473,GNRL,8192.36,25,0
ANDREW,"",GROSSBACH,"200 HAWKINS DR","DEPARTMENT OF NEUROSURGERY","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Neurological Surgery",1133099,GNRL,8176.35,56,0
PATRICK,"",MCCARTHY,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Pediatrics",1360116,GNRL,8170.95,10,0
MICHAEL,AMMON,MURDOCK,"44 BROOKERIDGE DR","",WATERLOO,50701,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery",186926,GNRL,8122.59,116,0
IAN,M,KOONTZ,"1515 DELHI ST","STE 100",DUBUQUE,52001-6320,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology",9592,GNRL,8023.62,21,0
EVAN,DALE,ABEL,"UNIVERSITY OF IOWA HEALTH CARE","169 NEWTON ROAD","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",579687,GNRL,8001.47,9,0
ALIYE,"",UC,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Gastroenterology",682917,GNRL,8000.07,11,0
KRISHNARAO,V,GORREPATI,"1515 DELHI ST","STE 100",DUBUQUE,52001-6320,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology",253531,GNRL,7986.05,15,0
KARL,"",KREDER,"200 Hawkins Dr","# 3120","Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Urology",22316,RSRCH,7945.33,33,9
